"","Player","Team","Season","Position","Minutes","Goals Added"
"","David Horst","POR","2013","CB","114","0.09"
"","Innocent Emeghara","SJE","2016","ST","152","0.09"
"","Demar Phillips","RSL","2017","FB","1046","0.09"
"","Mehdi Ballouchy","NYC","2016","W","169","0.09"
"","Erik Palmer-Brown","SKC","2015","CB","416","0.09"
"","Ty Harden","CHI, SJE","2015","CB","425","0.09"
"","Dilly Duka","NYRB","2017","W","165","0.09"
"","Igor Julião","SKC","2017","FB","49","0.09"
"","Alex De John","ORL","2019","CB","438","0.09"
"","Javier Pérez","LAFC","2019","CM","18","0.09"
"","Seyi Adekoya","SEA","2017","ST","83","0.08"
"","Conor Doyle","COL","2016","W","43","0.08"
"","Eric Calvillo","SJE","2018","W","173","0.08"
"","Matthew Real","PHI","2018","FB","252","0.08"
"","Luis Felipe","SJE","2019","DM","59","0.08"
"","Tony Cascio","HOU","2014","CM","377","0.08"
"","Todd Dunivant","LAG","2015","FB","78","0.08"
"","Fatai Alashe","SJE","2018","CM","429","0.08"
"","Alex Morrell","CHI","2016","ST","77","0.08"
"","Chris Duvall","HOU","2019","FB","98","0.08"
"","Ola Kamara","DCU","2019","ST","285","0.08"
"","Jesús Medina","NYC","2019","W","834","0.08"
"","Ben Zemanski","POR","2017","DM","482","0.08"
"","Sam Hamilton","COL","2017","CM","137","0.08"
"","Shaft Brewer","LAFC","2018","ST","52","0.08"
"","Jason Hernandez","TOR","2018","CB","581","0.08"
"","Nick DePuy","MTL","2017","ST","151","0.08"
"","Isaac Angking","NER","2018","W","52","0.08"
"","Tomás Conechny","POR","2018","AM","92","0.07"
"","Fabian Herbers","CHI","2019","CM","878","0.07"
"","Jeb Brovsky","MTL","2014","FB","635","0.07"
"","Donnie Smith","NER","2017","FB","58","0.07"
"","Hugh Alexander Dixon","HOU","2013","CM","31","0.07"
"","Tristan Bowen","SEA","2014","W","71","0.07"
"","Cameron Lindley","ORL","2018","FB","223","0.07"
"","Krzysztof Krol","MTL","2014","FB","1037","0.07"
"","Jimmy Ockford","SEA","2015","CB","97","0.07"
"","Francois Affolter","SJE","2019","CB","99","0.07"
"","Justin Bilyeu","NYRB","2017","FB","96","0.07"
"","Marcos López","SJE","2019","FB","1262","0.07"
"","Rafael Ramos","CHI","2018","FB","123","0.07"
"","Servando Carrasco","LAG","2019","DM","483","0.07"
"","Tony Rocha","NYC","2019","CM","1003","0.07"
"","Darwin Jones","SEA","2015","ST","152","0.07"
"","Louis Béland-Goyette","MTL","2014","DM","20","0.07"
"","John Neeskens","COL","2014","W","296","0.07"
"","Tommy Meyer","LAG","2015","CB","396","0.07"
"","David Choinière","MTL","2017","W","53","0.07"
"","Chance Myers","SKC","2016","FB","621","0.07"
"","Felipe Hernandez","SKC","2019","DM","108","0.06"
"","Josué Colmán","ORL","2019","W","205","0.06"
"","Olivier Mbaizo","PHI","2018","FB","87","0.06"
"","Timo Pitter","FCD","2016","AM","14","0.06"
"","Brandt Bronico","CHI","2017","ST","72","0.06"
"","Jalen Robinson","DCU","2017","CB","591","0.06"
"","Rafael García","LAG","2015","CM","371","0.06"
"","Emery Welshman","TOR","2013","ST","10","0.06"
"","Justin Mapp","SKC","2016","W","77","0.06"
"","Simon Dawkins","SJE","2017","W","697","0.06"
"","Sebastien Ibeagha","NYC","2019","CB","1263","0.06"
"","Dennis Castillo","COL","2016","FB","144","0.06"
"","Gorka Larrea","MTL","2014","DM","481","0.06"
"","Luis Gil","HOU","2018","AM","344","0.06"
"","Ryan Telfer","TOR","2019","W","11","0.06"
"","Siad Haji","SJE","2019","W","65","0.06"
"","Bilal Duckett","NER","2013","FB","97","0.06"
"","Harrison Heath","ATL","2017","CM","4","0.06"
"","Michael Ciani","LAG","2017","CB","588","0.06"
"","Adam Najem","PHI","2017","AM","179","0.06"
"","Baggio Husidic","LAG","2017","DM","493","0.06"
"","Kevin Garcia","HOU","2017","FB","233","0.05"
"","Charlie Davies","NER","2013","W","38","0.05"
"","Jason Johnson","HOU","2014","ST","228","0.05"
"","Johan Blomberg","COL","2019","CM","101","0.05"
"","Erick Torres","HOU","2015","ST","388","0.05"
"","Kevin Venegas","MIN","2017","FB","585","0.05"
"","Rafael Ramos","ORL","2017","FB","61","0.05"
"","Christian Dean","VAN","2014","CB","144","0.05"
"","Jon Bakero","CHI, TOR","2018","ST","260","0.05"
"","Mike Chabala","HOU","2013","FB","166","0.05"
"","Tony Rocha","ORL","2018","DM","902","0.05"
"","Kianz Froese","VAN","2016","DM","172","0.05"
"","Nathan Smith","LAG","2017","FB","986","0.05"
"","Aidan Daniels","TOR","2018","W","16","0.05"
"","Kevin Molino","MIN","2018","AM","153","0.05"
"","Bradford Jamieson","LAG","2018","W","293","0.05"
"","José Rafael Hernández","ATL","2018","FB","22","0.05"
"","Éver Alvarado","SKC","2016","W","35","0.05"
"","Donnie Smith","NER","2013","W","55","0.05"
"","Luke Mulholland","RSL","2019","DM","25","0.05"
"","Justin Bilyeu","NYRB","2016","FB","138","0.05"
"","Sheanon Williams","LAG","2018","FB","199","0.05"
"","Darwin Jones","SEA","2016","W","33","0.05"
"","Carlos Alvarez","COL","2015","W","38","0.05"
"","Gbenga Arokoyo","POR","2016","CB","28","0.05"
"","Graham Smith","SKC","2018","CB","195","0.05"
"","José Villarreal","LAG","2016","W","31","0.05"
"","David Choinière","MTL","2016","CM","78","0.05"
"","Rob Lovejoy","HOU","2015","W","422","0.05"
"","Benjamin Speas","CLB","2015","W","253","0.04"
"","Blake Smith","MTL","2014","W","61","0.04"
"","Marcus Tracy","SJE","2013","ST","86","0.04"
"","Francis Atuahene","FCD","2019","W","33","0.04"
"","Kofi Sarkodie","HOU","2015","FB","1412","0.04"
"","José Escalante","HOU","2016","W","125","0.04"
"","Matt Polster","CHI","2018","FB","141","0.04"
"","Carlos Cermeño","FCD","2017","DM","362","0.04"
"","Ricardo Pepi","FCD","2019","DM","113","0.04"
"","Marcus Epps","NYRB","2019","W","126","0.04"
"","Shaun Francis","CHI","2013","FB","95","0.04"
"","Daniel Johnson","CHI","2018","FB","292","0.04"
"","Marco Farfan","POR","2019","FB","212","0.04"
"","Pierre Da Silva","ORL","2018","W","58","0.04"
"","Anthony Jackson-Hamel","MTL","2014","W","155","0.04"
"","Sean Okoli","NER","2015","ST","76","0.04"
"","Marlon Hairston","COL","2015","FB","290","0.04"
"","Kip Colvey","COL","2018","FB","218","0.04"
"","Ben McKendry","VAN","2017","CM","97","0.04"
"","Michael Nanchoff","POR","2015","W","41","0.04"
"","Sinisa Ubiparipovic","MTL","2013","ST","11","0.04"
"","Kristinn Steindórsson","CLB","2015","W","723","0.03"
"","Jonas Elmer","TOR","2013","FB","145","0.03"
"","Anthony Arena","HOU","2013","CB","80","0.03"
"","Sam Adekugbe","VAN","2016","FB","125","0.03"
"","Derrick Jones","PHI","2019","CM","67","0.03"
"","Cole Grossman","RSL","2013","CM","179","0.03"
"","Øyvind Alseth","TOR","2017","FB","290","0.03"
"","Tony Taylor","NYC","2015","ST","73","0.03"
"","Diego Martínez","NYC","2016","FB","282","0.03"
"","Daniel Kinumbe","MTL","2019","FB","69","0.03"
"","Anthony Fontana","PHI","2018","AM","124","0.03"
"","Rasmus Schüller","MIN","2017","CM","350","0.03"
"","Kamani Hill","COL","2013","ST","216","0.03"
"","Jaylin Lindsey","SKC","2019","FB","94","0.03"
"","Guly do Prado","CHI","2015","ST","649","0.03"
"","Dillon Serna","COL","2013","W","17","0.03"
"","Ayo Akinola","TOR","2018","W","67","0.03"
"","Sam Cruz Garza","SJE","2014","CM","15","0.02"
"","Adam Jahn","SJE","2014","ST","202","0.02"
"","Yazid Atouba","CHI","2013","W","71","0.02"
"","Pablo Aránguiz","FCD","2018","W","331","0.02"
"","Zachary Herivaux","NER","2016","DM","52","0.02"
"","Grant Van de Casteele","COL","2014","CB","36","0.02"
"","Modou Jadama","POR","2018","FB","32","0.02"
"","Ashtone Morgan","TOR","2014","FB","176","0.02"
"","Harrison Heath","ORL","2016","DM","237","0.02"
"","Chris McCann","DCU","2019","FB","354","0.02"
"","Julian Dunn","TOR","2018","CB","114","0.02"
"","Shandon Hopeau","SEA","2019","ST","41","0.02"
"","Shamit Shome","MTL","2017","CM","16","0.02"
"","Billy Schuler","SJE","2014","ST","166","0.02"
"","Vytautas Andriuskevicius","POR","2018","FB","42","0.02"
"","Víctor Cabrera","MTL","2019","CB","1299","0.02"
"","Wan Kuzain","SKC","2018","CM","349","0.02"
"","Sean Okoli","SEA","2014","W","30","0.02"
"","Getterson","FCD","2016","W","170","0.02"
"","Kharlton Belmar","SKC","2017","ST","13","0.02"
"","Collin Fernandez","CHI","2015","ST","11","0.02"
"","Kevin Partida","SJE","2018","FB","311","0.02"
"","Raheem Edwards","TOR","2016","CB","7","0.02"
"","Jimmy McLaughlin","PHI","2014","AM","3","0.02"
"","Kyle Bekker","MTL, FCD","2015","DM","529","0.01"
"","Andrew Jacobson","FCD","2014","DM","615","0.01"
"","Connor Lade","NYRB","2014","FB","25","0.01"
"","Hassan Ndam","NYRB","2017","CB","3","0.01"
"","Philippe Senderos","HOU","2017","CB","171","0.01"
"","Rafael García","LAG","2016","DM","305","0.01"
"","Ethan Finlay","CLB","2013","W","493","0.01"
"","Georges Mukumbilwa","VAN","2019","CM","13","0.01"
"","Daniel Antúnez","CHV","2013","CM","90","0.01"
"","Conor Casey","CLB","2016","CB","51","0.01"
"","Derrick Jones","PHI","2017","DM","783","0.01"
"","Chris Odoi-Atsem","DCU","2018","FB","16","0.01"
"","Chance Myers","SKC","2014","FB","617","0.01"
"","Michael Thomas","TOR","2013","CM","16","0.01"
"","Bright Dike","TOR","2015","ST","32","0.01"
"","Dane Kelly","DCU","2018","FB","9","0.01"
"","John Stertzer","RSL","2013","AM","44","0.01"
"","Joseph Greenspan","COL","2016","ST","1","0.01"
"","Omar Holness","RSL","2017","W","291","0.01"
"","Jordi Quintillà","SKC","2016","CM","433","0.01"
"","Cameron Porter","SKC","2016","W","45","0.01"
"","Andrew Carleton","ATL","2017","AM","9","0.01"
"","José Villarreal","LAG","2014","W","48","0.01"
"","Taylor Hunter","HOU","2015","FB","97","0.01"
"","Gilbert Fuentes","SJE","2019","W","7","0.01"
"","Hugo Arellano","LAG","2017","CB","362","0.01"
"","Patrick Doody","CHI","2017","FB","674","0.01"
"","Ariel Lassiter","LAG","2015","DM","23","0.01"
"","Eduardo Sosa","CLB","2019","ST","365","0.01"
"","Kevin Kratz","ATL","2019","CM","5","0.01"
"","Dylan Remick","SEA","2013","W","30","0.01"
"","Jimmy McLaughlin","PHI","2015","DM","5","0.00"
"","Michael Salazar","HOU","2019","ST","198","0.00"
"","Paulo Renato","SJE","2015","CB","396","0.00"
"","Amando Moreno","NYRB","2013","FB","5","0.00"
"","Sebastien Le Toux","DCU","2017","W","815","0.00"
"","Ken Tribbett","PHI","2017","DM","9","0.00"
"","Connor Maloney","CLB","2018","FB","33","0.00"
"","David Rocha","HOU","2016","DM","77","0.00"
"","Ricky Lopez-Espin","RSL","2018","ST","31","-0.00"
"","Paxton Pomykal","FCD","2017","W","144","-0.00"
"","Jimmy Medranda","SKC","2013","CM","3","-0.00"
"","Jack McBean","LAG","2017","ST","800","-0.00"
"","Thomás Chacón","MIN","2019","W","92","-0.00"
"","Derrick Etienne","NYRB","2016","W","11","-0.00"
"","Reggie Cannon","FCD","2017","W","3","-0.00"
"","Neco Brett","POR","2016","ST","3","-0.00"
"","Coy Craft","FCD","2016","ST","27","-0.00"
"","Eric Ayuk","PHI","2016","W","97","-0.00"
"","Matt Miazga","NYRB","2013","CB","20","-0.00"
"","Taylor Peay","RSL","2018","CB","4","-0.00"
"","Luis Arriaga","RSL","2019","DM","8","-0.00"
"","Damien Perrinelle","NYRB","2014","CB","11","-0.00"
"","Jordan Hamilton","TOR","2014","FB","6","-0.00"
"","Marco Bustos","VAN","2016","W","74","-0.00"
"","Alfonso Ocampo-Chavez","SEA","2019","ST","104","-0.01"
"","Kyle Greig","VAN","2017","AM","8","-0.01"
"","Charlie Davies","PHI","2017","W","32","-0.01"
"","Stefano Bonomo","NYRB","2018","W","6","-0.01"
"","Conor Donovan","ORL","2015","CB","14","-0.01"
"","Dan Metzger","NYRB","2017","W","4","-0.01"
"","Victor Mansaray","SEA","2015","ST","44","-0.01"
"","Jared Jeffrey","DCU","2018","AM","4","-0.01"
"","Brian Wright","NER","2019","CM","25","-0.01"
"","Rob Lovejoy","HOU","2016","ST","26","-0.01"
"","Mikey Ambrose","ATL","2019","FB","290","-0.01"
"","Charlie Ward","HOU","2017","DM","51","-0.01"
"","Brandon Allen","MIN","2017","W","17","-0.01"
"","Brenton Griffiths","COL","2013","AM","4","-0.01"
"","Ben Swanson","CLB","2016","DM","23","-0.01"
"","Harold Hanson","POR","2017","W","7","-0.01"
"","Michael Seaton","DCU","2013","ST","129","-0.01"
"","Taylor Morgan","TOR","2013","CM","20","-0.01"
"","Justin Haak","NYC","2019","W","11","-0.01"
"","Pierre Da Silva","ORL","2017","ST","7","-0.01"
"","Zach Steinberger","HOU","2015","CM","41","-0.01"
"","Reagan Dunk","RSL","2017","FB","187","-0.01"
"","Bruno Miranda","DCU","2018","CM","129","-0.01"
"","Joseph Holland","HOU","2017","W","49","-0.01"
"","Michee Ngalina","PHI","2019","FB","14","-0.01"
"","Jordan Hamilton","TOR","2015","ST","10","-0.01"
"","Michael Nanchoff","POR","2013","FB","15","-0.01"
"","Devon Sandoval","RSL","2016","ST","299","-0.01"
"","Ian Christianson","NYRB","2014","FB","27","-0.01"
"","Matthew Dunn","NYC","2015","FB","60","-0.02"
"","Kwame Awuah","NYC","2017","CM","39","-0.02"
"","Daniel Fragoso","CHV","2014","ST","21","-0.02"
"","Adam Jahn","CLB","2018","ST","98","-0.02"
"","Kevin Partida","SJE","2019","ST","5","-0.02"
"","Eric Alexander","MTL, HOU","2016","DM","1511","-0.02"
"","Danny Mwanga","ORL","2015","ST","128","-0.02"
"","Víctor Pérez","CHI","2015","CM","8","-0.02"
"","Rob Vincent","DCU","2017","CM","73","-0.02"
"","Anthony Fontana","PHI","2019","AM","171","-0.02"
"","Eric Gehrig","CHI","2016","CB","286","-0.02"
"","Conor Shanosky","DCU","2013","CB","385","-0.02"
"","Pedro Baez","RSL","2016","ST","10","-0.02"
"","Mikey Ambrose","ORL","2016","FB","444","-0.02"
"","Rodney Wallace","SKC","2019","FB","27","-0.02"
"","Alhaji Kamara","DCU","2017","AM","19","-0.02"
"","Luis González","FCD","2017","W","19","-0.02"
"","Josh Gardner","SKC","2014","FB","94","-0.02"
"","José Leitón","MIN","2017","W","21","-0.02"
"","Ema Twumasi","FCD","2018","W","49","-0.02"
"","Griffin Dorsey","TOR","2019","FB","10","-0.02"
"","Alex Crognale","CLB","2018","CB","116","-0.02"
"","Raymond Lee","PHI","2015","FB","20","-0.02"
"","Boyd Okwuonu","RSL","2016","FB","107","-0.02"
"","Chris Albright","PHI","2013","ST","16","-0.02"
"","Aaron Kovar","SEA","2016","W","857","-0.02"
"","James Sands","NYC","2017","DM","28","-0.02"
"","Coy Craft","FCD","2014","ST","12","-0.02"
"","Martin Steuble","SKC","2014","CM","84","-0.02"
"","Rodrigo Pacheco","LAFC","2018","W","26","-0.02"
"","Cameron Porter","SKC","2017","ST","27","-0.02"
"","Gilbert Fuentes","SJE","2018","CM","6","-0.02"
"","David Arshakyan","CHI","2017","W","47","-0.02"
"","Raul Mendiola","LAG","2017","AM","55","-0.02"
"","Darrius Barnes","NER","2016","CB","365","-0.02"
"","Kévin Oliveira","SKC","2017","W","25","-0.02"
"","Pablo Pintos","SJE","2014","FB","505","-0.02"
"","Tony Rocha","ORL","2017","W","39","-0.02"
"","Jalen Robinson","DCU","2019","CB","477","-0.02"
"","Tyler Adams","NYRB","2016","DM","48","-0.02"
"","Cristian Cásseres Jr","NYRB","2018","DM","104","-0.03"
"","Chance Myers","POR","2017","FB","46","-0.03"
"","Cédric Hountondji","NYC","2018","W","8","-0.03"
"","Chris Duvall","MTL","2018","FB","1289","-0.03"
"","Emmanuel Appiah","SKC","2016","CM","99","-0.03"
"","Josué Martínez","NYRB","2013","ST","17","-0.03"
"","Niki Jackson","COL","2019","ST","53","-0.03"
"","Kyle Fisher","MTL","2016","FB","197","-0.03"
"","Deybi Flores","VAN","2016","DM","49","-0.03"
"","Frédéric Piquionne","POR","2014","DM","26","-0.03"
"","Brendan McDonough","VAN","2019","CB","70","-0.03"
"","Victor Arboleda","POR","2018","ST","36","-0.03"
"","Fabinho","PHI","2019","FB","100","-0.03"
"","Tony Rocha","ORL","2016","DM","343","-0.03"
"","Tony Taylor","NYC","2016","W","669","-0.03"
"","Emil Larsen","CLB","2016","W","46","-0.03"
"","Jerry Bengtson","NER","2013","ST","1135","-0.03"
"","Rauwshan McKenzie","POR","2013","CB","99","-0.03"
"","Mike Fucito","SJE","2015","ST","11","-0.03"
"","Nazmi Albadawi","CIN","2019","DM","15","-0.03"
"","Jaime Alas","SJE","2013","W","143","-0.03"
"","Jake Nerwinski","VAN","2019","FB","2213","-0.03"
"","Sam Vines","COL","2018","FB","49","-0.03"
"","Vincent Bezecourt","NYRB","2019","AM","493","-0.03"
"","Harrison Heath","ORL","2015","DM","153","-0.03"
"","Ben Spencer","TOR","2017","ST","191","-0.03"
"","Efrain Álvarez","LAG","2019","W","600","-0.03"
"","Deshorn Brown","COL","2015","ST","11","-0.03"
"","Tony Taylor","NER","2014","ST","14","-0.03"
"","Brian Carroll","PHI","2016","DM","2254","-0.03"
"","Hérculez Gómez","TOR","2015","W","255","-0.03"
"","Justin Davis","MIN","2017","FB","546","-0.03"
"","Diego Palacios","LAFC","2019","FB","101","-0.04"
"","Hassan Ndam","NYRB","2018","CB","100","-0.04"
"","Lamar Neagle","SEA","2018","W","136","-0.04"
"","Shamit Shome","MTL","2018","CM","283","-0.04"
"","Efraín Juárez","VAN","2018","CM","1272","-0.04"
"","Dominic Oduro","MTL, SJE","2018","W","116","-0.04"
"","Juan Esteban Ortiz","FCD","2016","DM","194","-0.04"
"","Calum Mallace","LAFC","2018","CM","48","-0.04"
"","Jefferson Mena","NYC","2015","CB","639","-0.04"
"","Luis Bolaños","CHV","2014","W","65","-0.04"
"","Kenny Cooper","MTL","2015","ST","10","-0.04"
"","Kwame Watson-Siriboe","RSL","2013","CB","680","-0.04"
"","Romario Williams","MTL","2015","ST","13","-0.04"
"","Matheus Silva","SJE","2016","CM","160","-0.04"
"","Christopher Wehan","SJE","2018","W","221","-0.04"
"","Juninho Pereira","LAG","2019","DM","20","-0.04"
"","Luke Mishu","DCU","2015","FB","170","-0.04"
"","Jimmy Medranda","SKC","2014","CM","161","-0.04"
"","Michael Farfan","SEA","2016","ST","31","-0.04"
"","Carter Manley","MIN","2018","FB","562","-0.04"
"","Brandon Allen","NYRB","2016","ST","12","-0.04"
"","Fred","PHI","2015","DM","110","-0.04"
"","Boyd Okwuonu","RSL","2015","FB","138","-0.05"
"","Colin Bonner","FCD","2016","ST","27","-0.05"
"","Douglas Martínez","RSL","2019","ST","66","-0.05"
"","Bradford Jamieson","LAG","2014","FB","36","-0.05"
"","Sal Zizzo","ATL","2018","FB","206","-0.05"
"","Tyler Pasher","SKC","2017","W","48","-0.05"
"","Sam Adekugbe","VAN","2015","FB","713","-0.05"
"","David Choinière","MTL","2018","CB","19","-0.05"
"","Josh Pérez","LAFC","2018","ST","28","-0.05"
"","Agustín Jara","FCD","2016","W","27","-0.05"
"","Tyrone Mears","MIN","2018","FB","977","-0.05"
"","Geoffrey Castillion","NER","2014","ST","19","-0.05"
"","Modou Jadama","POR","2019","FB","101","-0.05"
"","Steven Kinney","CHI","2013","FB","194","-0.05"
"","Corben Bone","PHI","2014","W","22","-0.05"
"","Federico Bravo","NYC","2016","DM","1222","-0.06"
"","Rauwshan McKenzie","POR","2014","CB","541","-0.06"
"","Steve Neumann","NER","2016","W","80","-0.06"
"","Carlo Franco Chueco del Rio","CHV","2013","DM","95","-0.06"
"","Julio Cascante","POR","2019","CB","1618","-0.06"
"","Brett Levis","VAN","2019","FB","385","-0.06"
"","Jay Simpson","PHI","2018","ST","194","-0.06"
"","Sambinha","NER","2016","CB","106","-0.06"
"","Andrew Carleton","ATL","2019","CM","77","-0.06"
"","Bradlee Baladez","FCD","2013","W","34","-0.06"
"","Stefan Aigner","COL","2018","ST","16","-0.06"
"","Jérémy Gagnon-Laparé","MTL","2014","FB","295","-0.06"
"","Marcelo Silva","RSL","2019","CB","1492","-0.06"
"","Richard Eckersley","NYRB","2014","FB","763","-0.06"
"","Yura Movsisyan","CHI","2018","AM","79","-0.06"
"","Louis Béland-Goyette","MTL","2017","CM","320","-0.06"
"","Jason Hernandez","NYC","2015","CB","2475","-0.07"
"","Tomas Hilliard-Arce","LAG","2018","CB","316","-0.07"
"","Cole Seiler","VAN","2016","FB","198","-0.07"
"","Fifi Baiden","CLB","2014","DM","24","-0.07"
"","Sebastian Lletget","LAG","2017","W","295","-0.07"
"","Tommy McNamara","NYC","2018","CM","411","-0.07"
"","Griffin Yow","DCU","2019","W","69","-0.07"
"","Derrick Jones","PHI","2018","DM","463","-0.07"
"","Jay DeMerit","VAN","2014","CB","1000","-0.07"
"","Justin Portillo","RSL","2019","DM","209","-0.07"
"","Emrah Klimenta","LAG","2018","FB","164","-0.07"
"","Samuel Inkoom","DCU","2014","W","81","-0.07"
"","Coy Craft","FCD","2017","W","18","-0.07"
"","Jacori Hayes","FCD","2017","DM","100","-0.07"
"","Joseph Greenspan","MIN","2017","CB","255","-0.07"
"","Caleb Calvert","COL","2018","AM","43","-0.07"
"","Phillip Lund","SEA","2013","ST","21","-0.07"
"","Victor Giro","ORL","2017","FB","473","-0.07"
"","Jérémy Gagnon-Laparé","MTL","2015","CM","30","-0.07"
"","Carter Manley","MIN","2019","FB","103","-0.07"
"","Matt Miazga","NYRB","2014","CB","550","-0.07"
"","Yair Arboleda","HOU","2016","W","67","-0.08"
"","Shkëlzen Gashi","COL","2018","ST","938","-0.08"
"","Warren Creavalle","PHI","2019","CM","443","-0.08"
"","Donnie Smith","NER","2014","W","48","-0.08"
"","Dillon Powers","ORL","2018","W","92","-0.08"
"","Andre Akpan","NYRB","2014","ST","36","-0.08"
"","Abel Aguilar","FCD","2018","DM","154","-0.08"
"","Nosa Igiebor","VAN","2017","DM","78","-0.08"
"","Foster Langsdorf","POR","2019","ST","32","-0.08"
"","Brian Wright","NER","2017","FB","56","-0.08"
"","Eriq Zavaleta","TOR","2016","CB","1359","-0.08"
"","Matt Kassel","PHI","2013","FB","113","-0.08"
"","Kianz Froese","VAN","2014","W","52","-0.08"
"","Edwin Gyasi","FCD","2019","W","106","-0.08"
"","Collin Martin","DCU","2016","CM","102","-0.08"
"","Kristoffer Reaves","FCD","2018","CB","181","-0.08"
"","Greg Cochrane","CHI","2015","FB","357","-0.08"
"","Kevin Ellis","SKC","2013","FB","121","-0.09"
"","Pele van Anholt","LAG","2017","FB","383","-0.09"
"","Adam Moffat","SEA, HOU","2013","DM","2504","-0.09"
"","Wandrille Lefevre","MTL","2017","CB","123","-0.09"
"","Dejan Jakovic","DCU","2013","CB","1688","-0.09"
"","Aaron Maund","RSL","2013","CB","301","-0.09"
"","Leandro Barrera","SJE","2015","W","173","-0.09"
"","Shaft Brewer","LAFC","2019","FB","103","-0.09"
"","Christian Dean","CHI","2018","CB","186","-0.09"
"","José Manuel Rivera Galvan","CHV","2013","CM","310","-0.09"
"","Kamani Hill","COL","2014","W","933","-0.09"
"","Miguel Camargo","NYC","2017","W","217","-0.09"
"","Tate Schmitt","RSL","2019","ST","118","-0.09"
"","Mekeil Williams","COL","2016","FB","1604","-0.10"
"","Erik Palmer-Brown","SKC","2017","CB","718","-0.10"
"","Emanuel Cecchini","SEA","2019","DM","181","-0.10"
"","Daigo Kobayashi","NER","2016","DM","835","-0.10"
"","Omer Damari","NYRB","2016","W","108","-0.11"
"","Zoltán Stieber","DCU","2019","W","359","-0.11"
"","Chandler Hoffman","HOU","2015","ST","56","-0.11"
"","London Woodberry","FCD","2013","CB","411","-0.11"
"","Adrián Arregui","MTL","2017","DM","262","-0.11"
"","Corben Bone","CIN","2019","AM","212","-0.12"
"","Carlos Lizarazo","FCD","2016","W","203","-0.12"
"","Carlo Chueca","CHV","2013","AM","61","-0.12"
"","Kevin Harbottle","COL","2013","W","289","-0.12"
"","Zachary Herivaux","NER","2018","FB","182","-0.12"
"","Ruben Bover","NYRB","2013","W","156","-0.12"
"","Kenny Miller","VAN","2014","AM","684","-0.12"
"","Oriol Rosell","SKC","2014","DM","637","-0.12"
"","Shawn Barry","RSL","2018","FB","214","-0.12"
"","Danny Mwanga","COL","2014","ST","241","-0.12"
"","Steve Neumann","NER","2015","DM","186","-0.12"
"","Aarón Guillén","FCD","2017","FB","406","-0.12"
"","Romain Gall","CLB","2014","ST","60","-0.13"
"","Marco Farfan","POR","2018","FB","580","-0.13"
"","Giles Barnes","COL","2018","ST","624","-0.13"
"","Marius Obekop","NYRB","2013","W","100","-0.13"
"","Kevin Alston","NER","2013","FB","568","-0.13"
"","Ian Harkes","DCU","2018","CM","389","-0.13"
"","Amadou Dia","SKC","2015","FB","1457","-0.13"
"","James Sands","NYC","2019","CB","1638","-0.13"
"","Maxim Tissot","MTL","2013","FB","348","-0.13"
"","Jay Chapman","TOR","2019","W","610","-0.14"
"","Jalil Anibaba","HOU","2016","FB","2837","-0.14"
"","Chris Schuler","RSL","2017","CB","1144","-0.14"
"","Shaun Wright-Phillips","NYRB","2016","W","158","-0.14"
"","Mark Bloom","ATL","2017","FB","175","-0.14"
"","Dillon Serna","COL","2016","W","330","-0.14"
"","Steven Caldwell","TOR","2015","CB","147","-0.14"
"","Alfredo Ortuño","RSL","2018","ST","133","-0.14"
"","Juan Carlos Toja","NER","2013","CM","991","-0.14"
"","Miguel Aguilar","DCU","2016","W","122","-0.14"
"","Mikey Ambrose","ATL","2017","FB","314","-0.15"
"","Eric Calvillo","SJE","2019","W","87","-0.15"
"","Ryan Miller","POR","2013","FB","384","-0.15"
"","Muhamed Keita","NYRB","2017","CM","221","-0.15"
"","Aubrey David","FCD","2016","FB","395","-0.15"
"","Akeem Ward","DCU","2019","FB","51","-0.15"
"","Ben Newnam","COL","2015","FB","96","-0.15"
"","Santiago González","MTL","2014","ST","117","-0.16"
"","Emil Cuello","LAG","2019","AM","248","-0.16"
"","Danilo Acosta","RSL","2018","FB","1003","-0.16"
"","Jacori Hayes","FCD","2019","DM","982","-0.16"
"","Bryan de la Fuente","CHV","2013","W","950","-0.16"
"","Collin Martin","DCU","2013","W","387","-0.17"
"","Ballou Tabla","MTL","2019","W","152","-0.17"
"","Zach Scott","SEA","2013","CB","1597","-0.17"
"","Ronaldo Peña","HOU","2018","W","289","-0.17"
"","Calum Mallace","MTL","2013","W","50","-0.17"
"","Víctor Pineda","CHI","2014","W","68","-0.17"
"","Ronaldo Peña","HOU","2019","ST","186","-0.17"
"","Alex Caskey","SEA","2013","W","471","-0.18"
"","Tyrone Mears","ATL","2017","FB","1629","-0.18"
"","Kevan George","CLB","2014","DM","224","-0.19"
"","John Stertzer","NYC","2017","W","81","-0.19"
"","Kofi Opare","COL","2019","CB","296","-0.19"
"","Jalen Robinson","DCU","2016","CB","297","-0.19"
"","Amar Sejdic","MTL","2019","AM","72","-0.19"
"","Greg Klazura","VAN","2013","FB","93","-0.20"
"","Collin Martin","DCU","2014","ST","223","-0.20"
"","Juan David Cabezas","HOU","2019","DM","628","-0.21"
"","Bright Dike","TOR","2014","ST","29","-0.21"
"","Julio Morales","CHV","2013","ST","836","-0.21"
"","Raul Mendiola","LAG","2014","ST","71","-0.22"
"","James Musa","SKC","2017","DM","96","-0.22"
